Code,Longitude,Latitude,County,State,City,Name,ID2,ID,Depart,
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,0.5,1,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,1,1,1,1
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,1.5,2,0,0
BHM,-86.75354972,33.56294306,USA,AL,Birmingham,Birmingham International,2,2,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,2.5,3,0,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,3,3,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,3.5,4,0,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,4,4,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,4.5,5,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,5,5,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,5.5,6,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,6,6,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,6.5,7,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,7,7,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,7.5,8,0,0
LGA,-73.87260917,40.77724306,USA,NY,New York,LaGuardia,8,8,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,8.5,9,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,9,9,1,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,9.5,10,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,10,10,1,0
ABI,-99.68189722,32.41132,USA,TX,Abilene,Abilene Regional,10.5,11,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,11,11,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,11.5,12,0,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,12,12,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,12.5,13,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,13,13,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,13.5,14,0,0
AUS,-97.66987194,30.19453278,USA,TX,Austin,Austin-Bergstrom International,14,14,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,14.5,15,0,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,15,15,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,15.5,16,0,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,16,16,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,16.5,17,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,17,17,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,17.5,18,0,0
DAL,-96.85177222,32.84711389,USA,TX,Dallas,Dallas Love,18,18,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,18.5,19,0,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,19,19,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,19.5,20,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,20,20,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,20.5,21,0,0
ELP,-106.3778056,31.80666667,USA,TX,El Paso,El Paso International,21,21,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,21.5,22,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,22,22,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,22.5,23,0,0
HOU,-95.27888889,29.64541861,USA,TX,Houston,William P Hobby,23,23,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,23.5,24,0,0
IAD,-77.45580972,38.94453194,USA,VA,Chantilly,Washington Dulles International,24,24,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,24.5,25,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,25,25,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,25.5,26,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,26,26,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,26.5,27,0,0
LAX,-118.4080744,33.94253611,USA,CA,Los Angeles,Los Angeles International,27,27,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,27.5,28,0,0
LBB,-101.8227778,33.66363889,USA,TX,Lubbock,Lubbock International,28,28,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,28.5,29,0,0
MAF,-102.2019139,31.94252778,USA,TX,Midland,Midland International,29,29,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,29.5,30,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,30,30,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,30.5,31,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,31,31,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,31.5,32,0,0
MDW,-87.75242444,41.7859825,USA,IL,Chicago,Chicago Midway,32,32,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,32.5,33,0,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,33,33,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,33.5,34,0,0
OAK,-122.2207167,37.72129083,USA,CA,Oakland,Metropolitan Oakland International,34,34,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,34.5,35,0,0
OKC,-97.60073389,35.39308833,USA,OK,Oklahoma City,Will Rogers World,35,35,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,35.5,36,0,0
ONT,-117.6011944,34.056,USA,CA,Ontario,Ontario International,36,36,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,36.5,37,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,37,37,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,37.5,38,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,38,38,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,38.5,39,0,0
PHX,-112.0080556,33.43416667,USA,AZ,Phoenix,Phoenix Sky Harbor International,39,39,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,39.5,40,0,0
SAN,-117.1896567,32.73355611,USA,CA,San Diego,San Diego International-Lindbergh,40,40,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,40.5,41,0,0
SAT,-98.46977778,29.53369444,USA,TX,San Antonio,San Antonio International,41,41,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,41.5,42,0,0
SEA,-122.3093131,47.44898194,USA,WA,Seattle,Seattle-Tacoma Intl,42,42,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,42.5,43,0,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,43,43,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,43.5,44,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,44,44,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,44.5,45,0,0
SMF,-121.5907669,38.69542167,USA,CA,Sacramento,Sacramento International,45,45,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,45.5,46,0,0
STL,-90.35998972,38.74768694,USA,MO,St Louis,Lambert-St Louis International,46,46,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,46.5,47,0,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,47,47,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,47.5,48,0,0
TUL,-95.88824167,36.19837222,USA,OK,Tulsa,Tulsa International,48,48,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,48.5,49,0,0
TUS,-110.9410278,32.11608333,USA,AZ,Tucson,Tucson International,49,49,1,0
ABY,-84.19447333,31.535515,USA,GA,Albany,Southwest Georgia Regional,49.5,50,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,50,50,1,0
ACK,-70.06018139,41.25305194,USA,MA,Nantucket,Nantucket Memorial,50.5,51,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,51,51,1,0
ACK,-70.06018139,41.25305194,USA,MA,Nantucket,Nantucket Memorial,51.5,52,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,52,52,1,0
ACT,-97.23051917,31.61128833,USA,TX,Waco,Waco Regional,52.5,53,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,53,53,1,0
ACV,-124.1086189,40.97811528,USA,CA,Arcata/Eureka,Arcata,53.5,54,0,0
CEC,-124.2365333,41.78015722,USA,CA,Crescent City,Jack McNamara,54,54,1,0
ACV,-124.1086189,40.97811528,USA,CA,Arcata/Eureka,Arcata,54.5,55,0,0
MRY,-121.8429478,36.5869825,USA,CA,Monterey,Monterey Peninsula,55,55,1,0
ACV,-124.1086189,40.97811528,USA,CA,Arcata/Eureka,Arcata,55.5,56,0,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,56,56,1,0
ACV,-124.1086189,40.97811528,USA,CA,Arcata/Eureka,Arcata,56.5,57,0,0
SJC,-121.9290089,37.36186194,USA,CA,San Jose,San Jose International,57,57,1,0
ACV,-124.1086189,40.97811528,USA,CA,Arcata/Eureka,Arcata,57.5,58,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,58,58,1,0
ACV,-124.1086189,40.97811528,USA,CA,Arcata/Eureka,Arcata,58.5,59,0,0
SMF,-121.5907669,38.69542167,USA,CA,Sacramento,Sacramento International,59,59,1,0
ACY,-74.57716667,39.45758333,USA,NJ,Atlantic City,Atlantic City International,59.5,60,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,60,60,1,0
ACY,-74.57716667,39.45758333,USA,NJ,Atlantic City,Atlantic City International,60.5,61,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,61,61,1,0
ACY,-74.57716667,39.45758333,USA,NJ,Atlantic City,Atlantic City International,61.5,62,0,0
LGA,-73.87260917,40.77724306,USA,NY,New York,LaGuardia,62,62,1,0
ADK,-176.6460306,51.87796389,USA,AK,Adak,Adak,62.5,63,0,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,63,63,1,0
ADQ,-152.4938553,57.74996778,USA,AK,Kodiak,Kodiak,63.5,64,0,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,64,64,1,0
AEX,-92.54855611,31.32737167,USA,LA,Alexandria,Alexandria International,64.5,65,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,65,65,1,0
AEX,-92.54855611,31.32737167,USA,LA,Alexandria,Alexandria International,65.5,66,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,66,66,1,0
AEX,-92.54855611,31.32737167,USA,LA,Alexandria,Alexandria International,66.5,67,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,67,67,1,0
AGS,-81.96449611,33.369955,USA,GA,Augusta,Bush,67.5,68,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,68,68,1,0
AGS,-81.96449611,33.369955,USA,GA,Augusta,Bush,68.5,69,0,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,69,69,1,0
AGS,-81.96449611,33.369955,USA,GA,Augusta,Bush,69.5,70,0,0
LGA,-73.87260917,40.77724306,USA,NY,New York,LaGuardia,70,70,1,0
AKN,-156.6492175,58.67680167,USA,AK,King Salmon,King Salmon,70.5,71,0,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,71,71,1,0
AKN,-156.6492175,58.67680167,USA,AK,King Salmon,King Salmon,71.5,72,0,0
DLG,-158.5033389,59.0454125,USA,AK,Dillingham,Dillingham,72,72,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,72.5,73,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,73,73,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,73.5,74,0,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,74,74,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,74.5,75,0,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,75,75,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,75.5,76,0,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,76,76,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,76.5,77,0,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,77,77,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,77.5,78,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,78,78,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,78.5,79,0,0
DCA,-77.03772222,38.85208333,USA,VA,Arlington,Ronald Reagan Washington National,79,79,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,79.5,80,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,80,80,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,80.5,81,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,81,81,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,81.5,82,0,0
FLL,-80.15275,26.07258333,USA,FL,Ft. Lauderdale,Fort Lauderdale-Hollywood Int'l,82,82,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,82.5,83,0,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,83,83,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,83.5,84,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,84,84,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,84.5,85,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,85,85,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,85.5,86,0,0
MDW,-87.75242444,41.7859825,USA,IL,Chicago,Chicago Midway,86,86,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,86.5,87,0,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,87,87,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,87.5,88,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,88,88,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,88.5,89,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,89,89,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,89.5,90,0,0
SBN,-86.31847417,41.70895361,USA,IN,South Bend,South Bend Regional,90,90,1,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,90.5,91,0,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,91,91,1,0
ALO,-92.40034361,42.55708139,USA,IA,Waterloo,Waterloo Municipal,91.5,92,0,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,92,92,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,92.5,93,0,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,93,93,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,93.5,94,0,0
DAL,-96.85177222,32.84711389,USA,TX,Dallas,Dallas Love,94,94,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,94.5,95,0,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,95,95,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,95.5,96,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,96,96,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,96.5,97,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,97,97,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,97.5,98,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,98,98,1,0
AMA,-101.7059272,35.2193725,USA,TX,Amarillo,Amarillo International,98.5,99,0,0
TUL,-95.88824167,36.19837222,USA,OK,Tulsa,Tulsa International,99,99,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,99.5,100,0,0
ADK,-176.6460306,51.87796389,USA,AK,Adak,Adak,100,100,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,100.5,101,0,0
ADQ,-152.4938553,57.74996778,USA,AK,Kodiak,Kodiak,101,101,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,101.5,102,0,0
AKN,-156.6492175,58.67680167,USA,AK,King Salmon,King Salmon,102,102,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,102.5,103,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,103,103,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,103.5,104,0,0
BET,-161.8379975,60.77977639,USA,AK,Bethel,Bethel,104,104,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,104.5,105,0,0
CDV,-145.4776503,60.49183389,USA,AK,Cordova,Merle K (Mudhole) Smith,105,105,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,105.5,106,0,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,106,106,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,106.5,107,0,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,107,107,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,107.5,108,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,108,108,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,108.5,109,0,0
DLG,-158.5033389,59.0454125,USA,AK,Dillingham,Dillingham,109,109,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,109.5,110,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,110,110,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,110.5,111,0,0
FAI,-147.8596694,64.8136775,USA,AK,Fairbanks,Fairbanks International,111,111,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,111.5,112,0,0
HNL,-157.9224072,21.31869111,USA,HI,Honolulu,Honolulu International,112,112,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,112.5,113,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,113,113,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,113.5,114,0,0
JNU,-134.5762764,58.35496194,USA,AK,Juneau,Juneau International,114,114,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,114.5,115,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,115,115,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,115.5,116,0,0
LAX,-118.4080744,33.94253611,USA,CA,Los Angeles,Los Angeles International,116,116,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,116.5,117,0,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,117,117,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,117.5,118,0,0
OGG,-156.4304578,20.89864972,USA,HI,Kahului,Kahului,118,118,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,118.5,119,0,0
OME,-165.4452458,64.51220222,USA,AK,Nome,Nome,119,119,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,119.5,120,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,120,120,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,120.5,121,0,0
OTZ,-162.5985497,66.88467694,USA,AK,Kotzebue,Ralph Wien Memorial,121,121,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,121.5,122,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,122,122,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,122.5,123,0,0
PHX,-112.0080556,33.43416667,USA,AZ,Phoenix,Phoenix Sky Harbor International,123,123,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,123.5,124,0,0
SCC,-148.4651608,70.19475583,USA,AK,Deadhorse,Deadhorse,124,124,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,124.5,125,0,0
SEA,-122.3093131,47.44898194,USA,WA,Seattle,Seattle-Tacoma Intl,125,125,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,125.5,126,0,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,126,126,1,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,126.5,127,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,127,127,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,127.5,128,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,128,128,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,128.5,129,0,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,129,129,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,129.5,130,0,0
GJT,-108.5267347,39.1224125,USA,CO,Grand Junction,Walker,130,130,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,130.5,131,0,0
LAX,-118.4080744,33.94253611,USA,CA,Los Angeles,Los Angeles International,131,131,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,131.5,132,0,0
MSN,-89.33751361,43.13985778,USA,WI,Madison,Dane County Regional,132,132,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,132.5,133,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,133,133,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,133.5,134,0,0
PHX,-112.0080556,33.43416667,USA,AZ,Phoenix,Phoenix Sky Harbor International,134,134,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,134.5,135,0,0
RFD,-89.09721111,42.19536389,USA,IL,Rockford,Greater Rockford,135,135,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,135.5,136,0,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,136,136,1,0
ASE,-106.868845,39.22316,USA,CO,Aspen,Aspen-Pitkin Co/Sardy,136.5,137,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,137,137,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,137.5,138,0,0
ABE,-75.44040167,40.65236278,USA,PA,Allentown,Lehigh Valley International,138,138,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,138.5,139,0,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,139,139,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,139.5,140,0,0
ABY,-84.19447333,31.535515,USA,GA,Albany,Southwest Georgia Regional,140,140,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,140.5,141,0,0
ACY,-74.57716667,39.45758333,USA,NJ,Atlantic City,Atlantic City International,141,141,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,141.5,142,0,0
AEX,-92.54855611,31.32737167,USA,LA,Alexandria,Alexandria International,142,142,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,142.5,143,0,0
AGS,-81.96449611,33.369955,USA,GA,Augusta,Bush,143,143,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,143.5,144,0,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,144,144,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,144.5,145,0,0
ANC,-149.9961856,61.17432028,USA,AK,Anchorage,Ted Stevens Anchorage International,145,145,1,0
